sentence_id,statement_id,sentence,prediction,targets,labels,confidence
1012,SID_209,"Buckreef is a joint venture partnership that is 55% owned by TRX TZ, a wholly owned subsidiary of the Corporation, and 45% owned by STAMICO, an enterprise wholly-owned by the government of Tanzania",0,0,approval,0.5709460367955422
1013,SID_209,"The primary product that is mined, milled and produced at Buckreef is gold dor, which is sold to customers in Europe and the United States of America",0,0,signature,0.6811680309859282
1014,SID_209,"During the Reporting Period, the mine produced 20,759 ounces of gold",0,0,signature,0.6109664412140359
1015,SID_209,TRX Gold conducted business with close to 700 contractors at the end of the Reporting Period,0,0,c1 (reporting entity),0.6121969440262038
1016,SID_209,"Our supply chain includes suppliers of traded and non-traded goods and services, and maritime services (inbound and outbound)",0,0,c1 (reporting entity),0.6449336701064992
1017,SID_209,Our relationships with suppliers vary from one-off engagements through to long- term contractual agreements,0,0,c1 (reporting entity),0.6151284710533216
1019,SID_209,"The primary categories of goods and services purchased include: support services; equipment consumables, tools and spare parts; utilities; industrial engineering; chemicals; construction and materials; and general industrials",0,0,c1 (reporting entity),0.6435393910938375
1020,SID_209,"While our supply chain reaches beyond the African continent, over ninety percent of our suppliers come from within our operating country of Tanzania",0,0,c1 (reporting entity),0.608677099821768
1024,SID_209,"All of these actions are framed by the Corporations Environmental, Sustainability, Health & Safety Policy which outlines its commitment to full compliance, applicable legislation, government requirements and best practices to",0,0,c2 (operations),0.6082493678109596
1025,SID_209,"protect all stakeholders, which in turn ensures compliance to the Corporations Code of Ethics Policy",0,0,c2 (operations),0.574120097583682
1029,SID_209,"From exploration to construction and operations through to mine closure, we act in accordance with leading international industry practice, meet regulatory requirements and always strive for continuous improvement",0,0,signature,0.6361851337079988
1030,SID_209,"Code of Ethics TRX Golds Code of Ethics and Business Conduct Policy applies to all members of the TRX Gold community, including the Board of Directors, officers, employees and consultants at every level, in every country and from every TRX Gold legal entity",0,0,c2 (operations),0.5886852219128732
1031,SID_209,"It addresses ethical conduct in our work environment, business practices and relationships with external stakeholders",0,0,c2 (operations),0.5941523344842067
1035,SID_209,"Among other things, our Code of Ethics requires compliance with laws and regulations, and recognized industry standards respecting safety and the environment in accordance with TRX Golds Environmental, Sustainability, Health & Safety Policy which specifically includes provisions addressing forced labour and child labour, as follows: The Company commits to ensure that its activities do not directly cause or contribute to human rights violations and shall respect and comply with human rights covenants related to labour, economics, social, culture, health, safety and security, environment and land, modern slavery, cultural heritage, and Indigenous peoples",0,0,c2 (operations),0.5306997897209663
1036,SID_209,"The Code of Ethics applies at all times, without exception, to all members of the Board of Directors, officers, employees and consultants",0,0,c2 (operations),0.5562075035027318
1037,SID_209,"The Company expects all Representatives to uphold and comply with human rights covenants related to labour, economics, social, culture, health, safety and security, environment and land, modern slavery, cultural heritage, and Indigenous peoples",0,0,c2 (operations),0.5738125239526352
1038,SID_209,All Representatives have an obligation to report any violation of human rights in accordance with the Companys Whistleblower Policy and Procedures,0,0,c2 (operations),0.5314361363321338
1040,SID_209,"Whistleblower Policy and Procedures In accordance with our Code of Ethics, our Whistleblower Policy and Procedures (https://wp-trxgold- 2024.s3.ca-central-1.amazonaws.com/media/2024/03/TRX-Gold-Corp-Whistleblower-Policy-and- Procedures-2022-FINAL_Formatted.pdf) is available should employees or suppliers have concerns regarding forced labour or child labour, or other matters, they have a responsibility to report their suspicions without fear of dismissal or retaliation of any kind",0,0,c2 (operations),0.5599450932229595
1044,SID_209,Training Employees of TRX Gold receive regular tailored training on ethical topics and our policies,0,0,c2 (operations),0.6005944692554234
1045,SID_209,All new office employees are assigned a mandatory onboarding training package which includes training on our Code of Ethics,0,0,c2 (operations),0.5393392522478472
1046,SID_209,"On an annual basis, all employees are required to certify their abidance by our Code of Ethics",0,0,c2 (operations),0.5720156568238477
1047,SID_209,"Supplier Due Diligence The Corporation is currently assessing due diligence measures that will flag any of our suppliers who may carry a risk of introducing any forced labour or child labour into our supply chain, as well as the implementation of a risk monitoring system that will notify us of a breach of our future Supplier Code of Conduct",0,0,c2 (operations),0.5813900282303467
1048,SID_209,Assessing and Managing Our Risk TRX Gold uses a risk-based approach to assess and manage the risk of forced labour and child labour being utilized in its supply chain,0,0,c2 (operations),0.5556455329283463
1051,SID_209,"Furthermore, our methodology to identify risks in our supply chain through the development of a Supplier Due Diligence process, will combine country risk and event risk indicators as well as the development of a risk database of adverse media, sanctions, watchlists, and politically exposed persons",0,0,c2 (operations),0.5567155886628988
1052,SID_209,"To date, the due diligence conducted by TRX Gold has not identified a material risk within our supply chain regarding the presence of forced labour or child labour",1,0,c2 (structure),0.5994038068574847
1054,SID_209,"While we have not yet taken any actions to assess the effectiveness of those actions, TRX Gold intends to assess its effectiveness in preventing and reducing risks of forced labour and child labour in its activities and supply chain at a later stage",0,0,c3 (risk description),0.5304207305386847
1055,SID_209,"Remediation Measures Our Code of Ethics and Whistleblower Policy and Procedures offer a reporting mechanism for our employees and suppliers to report ethical or legal violations, among other concerns",0,0,c2 (operations),0.5706943329157184
151,SID_201,"Remediation actions for the loss of income to the most vulnerable families that results from any measure taken to eliminate forced labour and child labour from our operations and supply chains Given that we have not taken any remediation during the Reporting Period, we consequently did not perform any remediation actions for the loss of income to the most vulnerable families",0,0,c2 (supply chains),0.5176047062250195
5434,SID_268,"Remediation of Modern Slavery Risks and Loss of Income Based on the Company's assessment of its activities and supply chain, as described above, during the Reporting Period, there were no measures taken to remediate any forced labour or child labour or loss of income to the most vulnerable families given that there were no incidents of forced or child labour identified in the Company's operations or supply chain",1,0,c2 (structure),0.7686095776055561
5434,SID_268,"Remediation of Modern Slavery Risks and Loss of Income Based on the Company's assessment of its activities and supply chain, as described above, during the Reporting Period, there were no measures taken to remediate any forced labour or child labour or loss of income to the most vulnerable families given that there were no incidents of forced or child labour identified in the Company's operations or supply chain",1,0,c2 (supply chains),0.7686095776055561
8795,SID_301,LOSS OF INCOME REMEDIATION MEASURES JPD does not currently have measures in place to remediate any forced or child labour in our supply chain,1,1,c2 (supply chains),0.6789963463091345
1217,SID_213,"Introduction This report (the Report), prepared pursuant to the Fighting Against Forced Labour and Child Labour in Supply Chains Act (Canada)(the Act), is prepared by and made on behalf of PrairieSky Royalty Ltd and its wholly-owned subsidiaries Tenax Energy Inc., Hayden Resources Ltd.1 and NV Resources Corporation Ltd (collectively, PrairieSky or the Company or our or we)",0,0,approval,0.5462727225978082
1221,SID_213,"Measures to Prevent and Reduce the Risks of Forced Labour and/or Child Labour in PrairieSkys Supply Chain In the previous financial year, PrairieSky took the following measures to prevent and reduce the risk of forced labour or child labour in its activities and supply chain",0,0,c2 (operations),0.5756664199492532
1222,SID_213,"reviewed and updated the Business Code of Conduct, the Human Rights Policy, and the Supplier Code of Conduct to include language relating to the implementation and development of anti-forced labour and anti-child labour principles",0,0,c2 (operations),0.6159388661353995
1222,SID_213,"reviewed and updated the Business Code of Conduct, the Human Rights Policy, and the Supplier Code of Conduct to include language relating to the implementation and development of anti-forced labour and anti-child labour principles",0,0,c3 (risk description),0.6159388661353995
1223,SID_213,expanded our employee and contractor training to include guidance with respect to PrairieSkys expectations and obligations relating to forced labour and child labour legislation and outlined the procedures available to all employees and contractors to report concerns arising out of human rights impacts,0,0,c2 (operations),0.5910127376185724
1224,SID_213,conducted a preliminary initial internal assessment of the risks of forced labour and/or child labour in our supply chain generally; and,0,0,c2 (operations),0.6020324343501451
1225,SID_213,continued process to obtain sign off from all of PrairieSkys suppliers on the Supplier Code of Conduct,0,0,c2 (operations),0.5883788055375221
1226,SID_213,"Structure, Activities and Supply Chain Structure PrairieSky is incorporated under the Alberta Business Corporations Act (the ABCA)",0,0,approval,0.5859222787654784
1227,SID_213,"The Company was incorporated under the ABCA under the name ""1786071 Alberta Ltd."" on November 27, 2013",0,0,approval,0.6265671465759817
1229,SID_213,"On April 11, 2014, the Company changed its name to ""PrairieSky Royalty Ltd."" Prior to the Companys initial public offering on May 29, 2014, the Company was a wholly-owned subsidiary of Encana",0,0,approval,0.5440138631606676
1230,SID_213,"Effective January 1, 2024, Tenax Energy Inc amalgamated with its wholly-owned subsidiary, Hayden Resources Ltd, and continued under the name Tenax Energy Inc",0,0,approval,0.5965958022429557
1232,SID_213,"Activities PrairieSkys headquarters, and only business location, are in Calgary, Alberta",0,0,approval,0.5646625714066834
1232,SID_213,"Activities PrairieSkys headquarters, and only business location, are in Calgary, Alberta",0,0,signature,0.5646625714066834
1233,SID_213,The Company carries on business exclusively in Canada and owns assets in Western Canada specifically,0,0,signature,0.6475078294218422
1234,SID_213,PrairieSky currently has one of the largest independently owned portfolios of fee simple mineral title and oil and gas royalty interests in Canada,0,0,signature,0.6372634376007672
1235,SID_213,"PrairieSky is focused on encouraging third parties to actively develop royalty properties while strategically seeking additional crude oil and natural gas royalty assets that provide the Company with medium-term to long-term value enhancement potential, including the acquisition of Crown interest lands for purposes of complementing the Company's fee title land base and pursuing prospective farmout strategies",0,0,signature,0.6222255972404603
1236,SID_213,The Company does not conduct any drilling activity and is not responsible for making any capital expenditures with respect to its royalty properties,0,1,signature,0.517983247307603
1237,SID_213,The Company does not have an operators license and does not own any oil and natural gas well bores or other related infrastructure,0,1,signature,0.5339151184361914
1238,SID_213,"The Company receives royalty revenue based on the production performance of wells, with the calculation of such royalty revenues payable based, in part, on the market price of oil and/or natural gas and allowances, if any, for certain deductions",0,0,signature,0.6003068815667234
1240,SID_213,"Sale of Goods Within Canada Because PrairieSky is a pure-play royalty company with all of its operations in Canada, and given the nature of PrairieSkys business generally, its supply chain is limited",0,0,signature,0.6607206104903887
1241,SID_213,"PrairieSky does not directly conduct operations to explore for, develop or produce petroleum or natural gas",0,1,signature,0.5590486002356643
1242,SID_213,It does not own or operate any oil and gas wells and as a result has no capital expenditures or operating costs related to oil and gas development,0,1,signature,0.5180551548402434
1243,SID_213,"Through certain contractual arrangements with third parties, the Company may, at its election, choose to receive its royalty percentage share of production from its royalty properties as a physical or ""in-kind"" delivery of hydrocarbons",0,0,signature,0.6110234410599032
1244,SID_213,"Currently, the Company takes a limited amount of crude oil royalty volumes in-kind. It is through this limited activity that PrairieSky sells goods exclusively in Canada to third party commodity marketing firms under spot contracts",0,0,signature,0.5366332718777695
1245,SID_213,These sales constituted approximately 10% of PrairieSkys total revenue for 2023,0,0,signature,0.6094448700397186
1246,SID_213,"In 2023, PrairieSky sold certain select volumes of hydrocarbons to thirteen separate marketing entities, twelve of which are incorporated in Canada (one marketing organization was American and incorporated under Minnesota law with a Canadian subsidiary headquartered in Calgary, Alberta)",0,0,signature,0.599845180604897
1247,SID_213,Purchase of Services Within Canada PrairieSky directly engages a number of professional services provided almost exclusively by Canadian entities,0,0,c1 (reporting entity),0.6181546842144051
1248,SID_213,"These services include the provision of IT support, audit, tax and reserve engineering services, legal services, and other administrative and office services",0,0,c1 (reporting entity),0.664711688878825
1249,SID_213,These services are provided exclusively within Canada,0,0,c1 (reporting entity),0.6236999169340235
1250,SID_213,These professional service providers are governed by PrairieSkys Supplier Code of Conduct (discussed below),0,0,c2 (operations),0.5366990535865716
1251,SID_213,These in-kind sales transactions as well as office rent and the professional services described above constitute the vast majority of PrairieSkys activities as contemplated under the Act,0,0,signature,0.600087718245412
1253,SID_213,"The Company supports the Ten Principles of the United Nations Global Compact with respect to human rights, labour, environment and anti-corruption and is a signatory thereto",0,0,c2 (operations),0.597712612071899
1256,SID_213,"Business Code of Conduct PrairieSkys Business Code of Conduct (found on our website here: Governance | PrairieSky Royalty Ltd.) was developed in alignment with the principles from the United Nations Global Compact, the Universal Declaration of Human Rights, the United Nations Guiding Principles on Business and Human Rights, and the International Labor Organizations Declaration of Fundamental Principles and Rights at Work",0,0,c2 (operations),0.6087149361987271
1257,SID_213,"The Business Code of Conduct expressly states that PrairieSky will comply with all applicable employment, labour and human rights law and regulations. It further states: PrairieSky will endeavor to conduct business withthird parties who share our values and business principles. It refers to PrairieSkys Supplier Code of Conduct and the Human Rights Policy specifically and the roles these policies play in PrairieSkys implementation and development of anti-forced labour and/or anti-child labour principles",0,0,c2 (operations),0.5724133860278716
1258,SID_213,Human Rights Policy PrairieSkys Human Rights Policy (found on our website here: Governance | PrairieSky Royalty Ltd.) articulates PrairieSkys commitment to ensuring that it is not complicit in human rights abuses and that the avoidance of infringing on the rights of others and engaging in activities that directly or indirectly violate human rights will not be tolerated,0,0,c2 (operations),0.5332652009694914
1259,SID_213,"Specifically, the Human Rights Policy addresses child labour as well as forced labour, modern slavery, and human trafficking",0,0,c2 (operations),0.5786358650632129
1261,SID_213,"Supplier Code of Conduct PrairieSkys Supplier Code of Conduct (found on our website here: Governance | PrairieSky Royalty Ltd.) aligns with the principles from the United Nations Global Compact, the Universal Declaration of Human Rights, the United Nations Guiding Principles on Business and Human Rights, and the International Labor Organizations Declaration of Fundamental Principles and Rights at Work",0,0,c2 (operations),0.5942657503239458
1262,SID_213,"The Supplier Code of Conduct mandates that all suppliers to PrairieSky must not, directly or indirectly, use child labour, forced labour or enslaved labour under any circumstances, whether in the form of compulsory or trafficked labour, indentured labour, bonded labour or other forms",1,0,c2 (operations),0.6748295992212509
1263,SID_213,"The Supplier Code of Conduct defines child labour and forced labour as follows, based on the language of the Act: child labour means labour or services provided or offered to be provided by persons under the age of 18 years and that (a) are provided or offered to be provided in Canada under circumstances that are contrary to the laws applicable in Canada; (b) are provided or offered to be provided under circumstances that are mentally, physically, socially or morally dangerous to them; (c) interfere with their schooling by depriving them of the opportunity to attend school, obliging them to leave school prematurely or requiring them to attempt to combine school attendance with excessively long and heavy work; or (d) constitute the worst forms of child labour as defined in article 3 of the Worst Forms of Child Labour Convention, 1999, adopted at Geneva on June 17, 1999",0,0,c2 (operations),0.44734293806601655
1265,SID_213,"The Supplier Code of Conduct prohibits mental and physical coercion, human trafficking, and all other forms of modern slavery",1,0,c2 (operations),0.6545825589336409
1266,SID_213,Suppliers are obligated to employ personnel who meet the applicable minimum legal age requirement to work in the country or countries in which they operate,0,0,c2 (operations),0.6312443521680934
1267,SID_213,Suppliers must also cooperate with PrairieSky in the Companys preparation of regulatory disclosures in respect of forced labour in supply chains,0,0,c2 (operations),0.559805922892363
13205,SID_369,"If forced labour or child labour in its supply chains is discovered, Lamb Ford commits to taking action by reporting the information to appropriate authorities",0,0,c2 (supply chains),0.5745907855379793
1269,SID_213,"PrairieSky also reserves the right to assess and monitor a suppliers practices with respect to the Supplier Code of Conduct, including through self-assessment questionnaires",0,0,c2 (operations),0.623189318254713
1270,SID_213,Suppliers must also be able to demonstrate compliance under the Code upon request,0,0,c2 (operations),0.6004728872098543
1271,SID_213,"Commencing in 2021, PrairieSky began to implement a process whereby it provided all of its existing suppliers with the Supplier Code of Conduct and requested that each supplier review the policy and acknowledge that they agreed with its terms and conditions",0,0,c2 (operations),0.5936028272402841
1272,SID_213,PrairieSky intends to,0,0,c2 (operations),0.5715802763683249
1273,SID_213,continue this proactive step with any new suppliers that it engages with as a means of mitigating risks relating to the existence of forced labour or child labour practices within its supply chain,0,0,c2 (operations),0.565563723834896
1274,SID_213,Training of Employees and Contractors Employee and contractor mandatory training occurs annually in relation to PrairieSkys Business Code of Conduct,0,0,c2 (operations),0.598203118585255
1275,SID_213,"As a part of the mandatory training, PrairieSky includes guidance to its employees and contractors with respect to PrairieSkys expectations and obligations relating to forced labour and child labour legislation and outlines the procedures available to all employees and contractors to report concerns arising out of human rights impacts",0,0,c2 (operations),0.5457869141621386
1276,SID_213,"Identifying, Assessing and Remediating Risks PrairieSky has started the process of identifying risks through the process of filing this Report under the Act",0,0,c2 (operations),0.5637503592314111
1277,SID_213,"As gaps are identified through the assessment process, PrairieSky intends to address those gaps by implementing processes and checklists in an effort to improve the monitoring of its supply chain to eliminate elements of forced and child labour in its supply chain if identified, nor any heightened risks of the potential for such elements to exist",0,0,c2 (operations),0.5559032136073225
1278,SID_213,"To date, PrairieSky has not identified any part of its activities and supply chain that carries a risk of forced labour or child labour being used",0,1,c2 (structure),0.39383320447112596
2143,SID_223,BioNorth is engaged in the business of producing clean energy,0,0,signature,0.6190402365359071
2144,SID_223,"The companys a 40-mega-watt biomass power generation plant utilizes forest waste to produce clean energy, employing 30 full-time employees",0,0,approval,0.6214447675975261
2144,SID_223,"The companys a 40-mega-watt biomass power generation plant utilizes forest waste to produce clean energy, employing 30 full-time employees",0,0,signature,0.6214447675975261
2145,SID_223,The primary forest waste utilized at its facility includes: Bush Grind: Leftover materials after trees have been harvested,0,0,c1 (reporting entity),0.5535452071905119
2146,SID_223,Mill Residuals: Unusable pieces leftover after milling,0,0,c1 (reporting entity),0.5259460102130169
2147,SID_223,Bio Logs: Utilized when other fuel sources have been exhausted,0,0,c1 (reporting entity),0.5680328558038773
2148,SID_223,"Structure, Operations and Supply Chain BioNorth Holdings Limited Partnership is a joint venture under a limited partnership agreement among the following",0,0,signature,0.6081811686896345
2149,SID_223,Nakazdli Development Corporation,0,0,signature,0.6375513327961421
2150,SID_223,Unlimited Liability Company,0,0,signature,0.6458916785447172
2151,SID_223,Arrow Northern Services Inc,0,0,signature,0.6512702296283013
2152,SID_223,BioNorth Services Ltd,0,0,signature,0.6791902020579641
2158,SID_223,All employes are hired in accordance with the applicable provincial laws and regulations,0,0,c2 (operations),0.6682477081681368
2159,SID_223,Employees under the age of 25 are considered a young worker,0,0,c2 (operations),0.6064650260741349
2160,SID_223,There are additional requirements for employees classified as a young worker (refer to our training section below),0,0,c2 (operations),0.5772157476794517
2165,SID_223,The process of identifying risks is ongoing and BioNorth considers the risks of forced labour or child labour to be low in its own operations and supply chains in the jurisdiction in which it operates,1,0,c2 (structure),0.6104951668179088
2167,SID_223,"All employees are hired in accordance with, at a minimum, the applicable laws and regulations, and checks are conducted to ensure that individuals have the right to work and are choosing to work on their own volition",0,0,c2 (operations),0.6207443214447443
